image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1971-05-07,Ivan Sergei,American actor,actor television actor film actor screenwriter,,United States of America,Ivan,2020-05-07
,1971-05-07,Go Yeong-sam,South Korean boxer,boxer,,,,2020-05-07
,1971-05-07,James Griffiths,"Television, film director",film director television director,,United Kingdom,James,2020-05-07
,1971-05-07,Milissa Rehberger,American journalist,journalist,,United States of America,,2020-05-07
,1971-05-07,Paul Bird,English cricketer,cricketer,,United Kingdom,Paul,2020-05-07
,1971-05-07,Rondell Jones,American football player,American football player,,United States of America,,2020-05-07
,1971-05-07,Chang Sho-wen,Taiwanese politician,politician,Member of the Legislative Yuan,Taiwan,,2020-05-07
,1971-05-07,Steve Brimacombe,Australian sprinter,athletics competitor,,Australia,Steve,2020-05-07
,1971-05-07,Reidar Horghagen,Norwegian musician,drummer,,Norway,Reidar,2020-05-07
,1971-05-07,Thomas Piketty,French economist,economist university teacher writer screenwriter,,France,Thomas,2020-05-07
,1970-05-07,Veselin Petkov Gerov,Bulgarian association football player,association football player,,Bulgaria,Veselin,2020-05-07
,1970-05-07,Kang Sung-hyung,South Korean volleyball player,volleyball player,,South Korea,,2020-05-07
,1970-05-07,Gregorio Pernía,Colombian actor,actor television actor,,Colombia,Gregorio,2020-05-07
,1970-05-07,Ignas Staškevičius,Business person,entrepreneur,,Lithuania,Ignas,2020-05-07
,1970-05-07,Nada Mourtada-Sabbah,Person (*1970) ♀,,,,Nada,2020-05-07
,1970-05-07 1970-05-06,Lloyd Anoaʻi,American professional wrestler,professional wrestler,,United States of America,Lloyd,2020-05-07
,1970-05-07,Nikolai Zuyev,badminton player,badminton player coach,,Russia,Nikolai,2020-05-07
,1970-05-07,Ulrich Stephan,German chess player and correspondence chess player (*1970) ♂,chess player correspondence chess player,,Germany,Ulrich,2020-05-07
,1970-05-07,Autiko Daunakamakama,Fiji athlete (*1970) ♂,athlete,,Fiji,,2020-05-07
,1970-05-07,Andrea Arlati,Italian person (*1970) ♂,,,Italy,Andrea,2020-05-07
,1970-05-07,J. Robert Lennon,"Novelist, short story writer, musician",author novelist writer,,United States of America,J.,2020-05-07
,1970-05-07,Archil Lortkipanidze,fencer,fencer,,Georgia,,2020-05-07
,1970-05-07,Frank Gilliam,politician (*1970) ♂,politician,,,Frank,2020-05-07
,1970-05-07,Kim Soo-ro,South Korean actor,actor film actor television actor,,South Korea,Q69513960,2020-05-07
,1970-05-07,Brenden Pappas,professional golfer,golfer,,South Africa United States of America,,2020-05-07
,1970-05-07,Brook Fordyce,American baseball player,baseball player,,United States of America,Brook,2020-05-07
,1970-05-07,Edwin Zoetebier,Dutch footballer,association football player,,Kingdom of the Netherlands,Edwin,2020-05-07
,1970-05-07,Dmitri Batynkov,Russian footballer,association football player,,Soviet Union Russia,Dmitri,2020-05-07
,1970-05-07,Shin'ya Ueda,Japanese actor and owarai tarento,actor owarai tarento,,Japan,Shinya,2020-05-07
,1970-05-07,Eugene Boakye Antwi,Ghanaian politician,politician businessperson,Member of the 7th Parliament of the 4th Republic of Ghana,Ghana,,2020-05-07
,1970-05-07,Jeff Rabhan,American artist manager,music executive,,United States of America,Jeff,2020-05-07
,1970-05-07,Mark Smith,retired Major League Baseball outfielder,baseball player,,United States of America,Mark,2020-05-07
,1970-05-07,Michael Brooks,English science writer,physicist,,United Kingdom,Michael,2020-05-07
,1970-05-07,Scooter Ward,American singer,singer singer-songwriter,,United States of America,,2020-05-07
,1970-05-07,Scott Russell,Australian rules footballer,Australian rules football player,,,Scott,2020-05-07
,1970-05-07,Tran Manh Tuan,Vietnamese musician,jazz musician,,Vietnam,,2020-05-07
,1970-05-07,Bertrand Denervaud,Person (*1970) ♂,,,,,2020-05-07
,1969-05-07,Jirō Satō,"Japanese actor, screenwriter and film director",actor screenwriter,,Japan,,2020-05-07
,1969-05-07,José Manuel Moreno Periñán,Spanish cyclist,sport cyclist,,Spain,José Manuel,2020-05-07
,1969-05-07,Rachael Robertson,Australian author and keynote speaker,motivational speaker businessperson,,Australia,Rachael Lee,2020-05-07
,1969-05-07,Jun Falkenstein,American film director,film director screenwriter film producer,,United States of America,Jun,2020-05-07
,1969-05-07,Milan Brzý,Czech ice dancer,figure skater ice dancer,,Czech Republic,Milan,2020-05-07
,1969-05-07,Aleksandar Antić,Serbian politician,politician economist,"Minister of Energy and Mining Member of the National Assembly of Serbia Minister of Transportation, Construction and Infrastructure",Serbia,Aleksandar,2020-05-07
,1969-05-07,Jerry Della Salla,actor,actor stage actor,,United States of America,Jerry,2020-05-07
,1969-05-07,Keshav Prasad Maurya,Deputy CM of Uttar Pradesh,politician,Member of the 16th Lok Sabha,India,Keshav,2020-05-07
,1969-05-07,Ramón Ceja Romero,Mexican politician,politician,Member of the Chamber of Deputies of Mexico,Mexico,Ramón,2020-05-07
,1969-05-07,Shandon Sahm,American musician,musician,,United States of America,,2020-05-07
,1969-05-07,Stamen Belchev,Bulgarian association football player,association football player association football manager,,Bulgaria,,2020-05-07
,1969-05-07,Adesola Kazeem Adeduntan,Nigerian business executive,banker,,Nigeria,,2020-05-07
,1969-05-07,Robert Licu,Romanian Handball player,handball player,,Romania,Robert,2020-05-07
,1969-05-01 1969-05-07,Mokete Mokhosi,Mosotho taekwondo practitioner,taekwondo athlete,,Lesotho,,2020-05-07
,1969-05-07,Katerina Maleeva,Bulgarian tennis player,tennis player,,Bulgaria,Katerina,2020-05-07
,1969-05-07,Agim Ajdarević,association football player,association football player,,,,2020-05-07
,1969-05-07,Greg McLay,cricketer,cricketer,,Australia,Greg,2020-05-07
,1969-05-07,Mike Amesbury,British politician,politician,Member of the 57th Parliament of the United Kingdom Member of the 58th Parliament of the United Kingdom,United Kingdom,Mike,2020-05-07
,1969-05-07,Jennifer Alleyn,Canadian film maker,film director screenwriter writer,,Canada,Jennifer,2020-05-07
,1969-05-07,Anies Baswedan,Indonesian politician currently serving as governor of Jakarta,politician academic,governor of Jakarta,Indonesia,,2020-05-07
,1969-05-07,C. J. Davis,Canadian football player,American football player Canadian football player,,,,2020-05-07
,1969-05-07,John P. Mabry,American politician,politician,member of the Texas House of Representatives,United States of America,John,2020-05-07
,1969-05-07,Justin Melvey,Australian actor,actor film actor television actor,,Australia,Justin,2020-05-07
,1969-05-07,Ken Tizzard,Canadian musician,musician,,Canada,Ken,2020-05-07
,1969-05-07,Apostle of Jesus Christ Naasón Joaquín García,Mexican church leader,Apostoł,,Mexico,,2020-05-07
,1969-05-07,Lee Kyoung-jun,South Korean academic,academic,,,,2020-05-07
,1969-05-07 1969-02-26,Christine Auten,voice actor,voice actor actor screenwriter film actor,,United States of America,Christine,2020-05-07
,1969-05-07,Melanie Valerio,American swimmer,swimmer,,United States of America,Melanie M.,2020-05-07
,1969-05-07,Mirosław Kowalik,Polish speedway rider,motorcycle racer,,Poland,Mirosław,2020-05-07
,1969-05-07,Masahito Kohiyama,baseball player,baseball player,,Japan,Masahito,2020-05-07
,1969-05-07,Phil K,Australian DJ,disc jockey record producer composer,,,Phil,2020-05-07
,1969-05-07,Rick Porras,American actor,actor film producer,,United States of America,Rick,2020-05-07
,1969-05-07,Russell Short,Australian Paralympic athlete,athletics competitor,,Australia,Russell,2020-05-07
,1969-05-07,Sérgio Galdino,athletics competitor,athletics competitor,,Brazil,Sérgio,2020-05-07
,1969-05-07,Talgat Ermegiyaev,"former Minister of Tourism and Sport of Kazakhstan, currently removed from the Office",politician,,Kazakhstan,,2020-05-07
,1969-05-07,Ahmed Mohammed Baba Jamal,Member of Parliament,politician profession,Member of the 6th Parliament of the 4th Republic of Ghana,Ghana,,2020-05-07
,1969-05-07,Marie Bäumer,German actress,actor film actor,,Germany,Marie,2020-05-07
,1968-05-07,Robert Kirchhoff,Slovak film director,film director screenwriter,,Slovakia,Robert,2020-05-07
,1968-05-07,Pavel Geffert,Czech ice hockey player and olympionic,ice hockey player,,Czech Republic,Pavel,2020-05-07
,1968-05-07,L.T. Handoko,Indonesian physicist,physicist,,Indonesia,,2020-05-07
,1968-05-07,Ann Wenche Kleven,Norwegian football referee,referee,,Norway,Ann,2020-05-07
,1968-05-07,Nohelia Linares González,Mexican politician,politician lawyer,Member of the Chamber of Deputies of Mexico,Mexico,N.,2020-05-07
,1968-05-07,Rob Alflen,Dutch footballer,television presenter association football player presenter,,Kingdom of the Netherlands,Rob,2020-05-07
,1968-05-07,Traci Lords,"American mainstream and pornographic actress, producer, film director, writer and singer",television actor film actor singer-songwriter pornographic actor writer director model glamour model voice actor film producer,,United States of America,Traci,2020-05-07
,1968-05-07,Tereza Brodská,Czech actress,actor child actor,,Czech Republic,Tereza,2020-05-07
,1968-05-07,Hui Chak Bor,Hong Kong cyclist,athlete,,Hong Kong,,2020-05-07
,1968-05-07,Pili Zabala,Spanish politician,politician dentist teacher,,Spain,Pilar María,2020-05-07
,1968-05-07,William Okpara,Nigerian footballer,association football player,,Nigeria,William,2020-05-07
,1968-05-07,Gbenga Adeyinka,"Nigerian actor, comedian, radio and TV presenter, writer, and MC",actor comedian,,Nigeria,Gbenga,2020-05-07
,1968-05-07,Jung Ji-woo,South Korean director,film director screenwriter,,South Korea,Ji-woo,2020-05-07
,1968-05-07,Diana Lui,Malaysian photographer,photographer painter,,France,Diana,2020-05-07
,1968-05-07,Mick Grøndahl,American musician,musician,,United States of America,Mick,2020-05-07
,1968-05-07,Lady G,Jamaican musician,singer,,Jamaica,,2020-05-07
,1968-05-07,Eagle-Eye Cherry,Swedish singer,singer actor songwriter,,United States of America Sweden,,2020-05-07
,1968-05-07,Bernd Hobsch,German footballer,association football player,,Germany German Democratic Republic,Bernd,2020-05-07
,1968-05-07,Walter Hamada,US-American executive producer and film producer (*1968) ♂,executive producer film producer,,United States of America,Walter,2020-05-07
,1968-05-07,Brima Bazzy Kamara,Sierra Leonean war criminal,,,,,2020-05-07
,1968-05-07,David Zancai,Canadian performance artist and actor,street artist,,Canada,David,2020-05-07
,1968-05-07,Anne Plichota,French writer,author writer,,France,Anne,2020-05-07
,1968-05-07,iOTA,Australian entertainer,singer actor songwriter musician,,Australia New Zealand,,2020-05-07
,1968-05-07,Jonathan Lomas,professional golfer,golfer,,United Kingdom,Jonathan,2020-05-07
,1968-05-07,Jim Safka,American businessman,business executive,,United States of America,Jim,2020-05-07
,1968-05-07,Joe King,American football player,American football player,,United States of America,Joe,2020-05-07
,1968-05-07,DJ Jean,Dutch DJ,club DJ,,Kingdom of the Netherlands,Jan,2020-05-07
,1968-05-07,Lan Wei,Olympic diver,competitive diver,,People's Republic of China,,2020-05-07
,1968-05-07,Lisa Raitt,Canadian politician,politician lawyer,member of the House of Commons of Canada,Canada,Lisa,2020-05-07
,1968-05-07,Florian Schwarthoff,German hurdler,athletics competitor architect,,Germany,Florian,2020-05-07
,1968-05-07,Peter Phelps,Australian politician,politician,Member of the New South Wales Legislative Council,Australia,Peter,2020-05-07
,1968-05-07,Igor Ozerov,Russian speed skater,athlete,,,,2020-05-07
,1968-05-07,Tom Shankland,British director,screenwriter director film director,,United Kingdom,Tom,2020-05-07
,1968-05-07,Elli Evangelidou,Cypriot athlete,athletics competitor,,Republic of Cyprus,Eli,2020-05-07
,1968-05-07,Markus Wasser,bobsledder,bobsledder,,Switzerland,Markus,2020-05-07
,1967-05-07,Adriano Bonaiuti,Italian footballer,association football player association football manager,,Italy,Adriano,2020-05-07
,1967-05-07,Shinji Aoto,Japanese sprinter,sprinter,,Japan,Shinji,2020-05-07
,1967-05-07,Doni,Bulgarian singer,actor composer singer,,Bulgaria,,2020-05-07
,1967-05-07,Fuya Godwin Kimbita,Tanzanian politician,politician,Member of the National Assembly of Tanzania,Tanzania,Fuya,2020-05-07
,1967-05-07,Kii Arens,Artist and graphic designer,graphic designer,,United States of America,,2020-05-07
,1967-05-07,Dražen Anzulović,"basketball player, basketball coach",basketball player basketball coach,,Croatia,Dražen,2020-05-07
,1967-05-07,Gary May,English former footballer,association football player,,United Kingdom,Gary,2020-05-07
,1967-05-07,Geoff Allardice,cricketer,cricketer,,Australia,Geoff,2020-05-07
,1967-05-07,Mac Ruth,American production sound mixer,production sound mixer audio engineer,,United States of America,Mac,2020-05-07
,1967-05-07,Atanu Sabyasachi Nayak,"politician from Odisha, India",politician,Member of the Odisha Legislative Assembly Member of the Fourteenth Odisha Legislative Assembly Member of the Fifteenth Odisha Legislative Assembly Member of the Thirteenth Odisha Legislative Assembly Member of the Sixteenth Odisha Legislative Assembly,India,,2020-05-07
,1967-05-07,Tom Van Landuyt,Belgian actor,actor musician performing artist,,Belgium,Tom,2020-05-07
,1967-05-07,Gilles Babinet,French entrepreneur,entrepreneur Digital Champions,,France,Gilles,2020-05-07
,1967-05-07,Aneel Murarka,businessperson (*1967) ♂,businessperson,,,,2020-05-07
,1967-05-07,Dewi Sandra,singer,actor singer model,,Indonesia,Dewi,2020-05-07
,1967-05-07,Joe Rice,American politician,politician,member of the Colorado House of Representatives,United States of America,Joe,2020-05-07
,1967-05-07,Vincent Radermecker,Belgian auto racer,racing driver racing automobile driver,,Belgium,Vincent,2020-05-07
,1967-05-07,Paulette Rakestraw,"Person, member of the Georgia House of Representatives (*1967) ♀",,member of the Georgia House of Representatives,,,2020-05-07
,1967-05-07,Adam Price,Danish screenwriter and TV-chef,restaurateur screenwriter television presenter musician,,Denmark,Adam,2020-05-07
,1967-05-07,Ruben DJ,rapper,rapper singer,,Puerto Rico,Ruben,2020-05-07
,1967-05-07,Steve Potts,English footballer,association football player,,United States of America,Steve,2020-05-07
,1967-05-07,Wendy Whelan,American ballet dancer,ballet dancer,,United States of America,Wendy,2020-05-07
,1967-05-07,Balbina Bäbler,Swiss classical archaeologist,classical archaeologist docent adjunct professor,,Switzerland,Balbina,2020-05-07
,1967-05-07,Béla Glattfelder,Hungarian politician,politician,member of the National Assembly of Hungary member of the European Parliament,Hungary,Béla,2020-05-07
,1967-05-07,Brigitte Wolf,Swiss orienteer,ski mountaineer orienteer politician,,Switzerland,Brigitte,2020-05-07
,1967-05-07,Martin Bryant,Australian spree killer,spree killer,,Australia,Martin,2020-05-07
,1966-05-07,Mark Levine,American lawyer,journalist radio personality,member of the Virginia House of Delegates,United States of America,Mark,2020-05-07
,1966-05-07,Attila Pintér,association football player (b. 1966),association football player association football manager,,Hungary,Attila,2020-05-07
,1966-05-07,Jörg Neun,German footballer,association football player,,Germany,Jörg,2020-05-07
,1966-05-07,Kamal Ahmed,American comedian,comedian film actor,,United States of America,Kamal,2020-05-07
,1966-05-07,Brent Jones,musician,songwriter,,,Brent,2020-05-07
,1966-05-07,Tim Jarvis,"environmental scientist, explorer, film-maker and author",explorer environmental scientist filmmaker writer,,Australia,Tim,2020-05-07
,1966-05-07,Willie Furphy,association football player,association football manager association football player,,United Kingdom,,2020-05-07
,1966-05-07,Ted Deutch,American politician,politician lawyer,United States representative member of the State Senate of Florida,United States of America,Ted,2020-05-07
,1966-05-07,Sandra Crousse,Peruvian swimmer,swimmer,,Peru,Sandra,2020-05-07
,1966-05-07,Abdirizak Waberi,Swedish politician,politician,member of the Swedish Riksdag,Sweden,,2020-05-07
,1966-05-07,Philippa Whipple,British judge and solicitor (*1966) ♀,judge solicitor,,United Kingdom,Philippa,2020-05-07
,1966-05-07,Peter Szendy,French philosopher,philosopher musicologist,,France,Peter,2020-05-07
,1966-05-07,Dafna Dekel,Israeli singer and actor,singer actor television presenter stage actor,,Israel,Dafna,2020-05-07
,1966-05-07,Anderson Cummins,Canadian cricketer,cricketer,,Barbados,Anderson,2020-05-07
,1966-05-07,Babu Singh Kushwaha,Indian politician,politician,,India,,2020-05-07
,1966-05-07,Andrea Tafi,road bicycle racer,sport cyclist,,Italy,Andrea,2020-05-07
,1966-05-07,Kaoru Kakinami,Japanese association football player,association football player,,Japan,,2020-05-07
,1966-05-07,Carolyn Male,Australian politician,politician,Member of the Queensland Legislative Assembly,Australia,Carolyn,2020-05-07
,1966-05-07,Darrell Young,American bicycle motocross rider,sport cyclist,,United States of America,Darrell,2020-05-07
,1966-05-07,Elf Sternberg,American writer,author science fiction writer novelist,,,,2020-05-07
,1966-05-07,Marta Savić,Serbian singer,singer,,Serbia,Marta,2020-05-07
,1966-05-07,Fredrik Hallström,Swedish male curler and coach,curler curling coach,,Sweden,Fredrik,2020-05-07
,1966-05-07,Lorenzo Quinn,artist,actor sculptor,,Italy,Lorenzo,2020-05-07
,1966-05-07,John Tree,military officer,military officer,,United States of America,John,2020-05-07
,1966-05-07,Kadhum Auda,football referee,association football referee association football player,,Iraq,,2020-05-07
,1966-05-07,Dimitrinka Filipova,Bulgarian gymnast,gymnast,,Bulgaria,Dimitrinka,2020-05-07
,1966-03-07 1966-05-07,Liu Shuzhen,Chinese long jumper,athletics competitor,,People's Republic of China,,2020-05-07
,1966-05-07,Jes Høgh,Danish footballer,association football player,,Denmark,Jes,2020-05-07
,1966-05-07,Nicholas Grabowsky,American writer,novelist,,United States of America,Nicholas,2020-05-07
,1966-05-07,Rachel Ann Nunes,author,novelist,,United States of America,Rachel,2020-05-07
,1966-05-07,Ricardo James,Panamanian footballer,association football player,,Panama,Ricardo,2020-05-07
,1966-05-07,Yuriy Gurin,Russian canoeist,canoeist,,Russia,Yury,2020-05-07
,1966-05-07,Rob Reekers,Dutch footballer,association football player association football manager,,Kingdom of the Netherlands,Robert Rob,2020-05-07
,1965-05-04 1965-05-07,Tai Chih-yuan,"Taiwanese comedian, actor and television host",actor television actor,,Taiwan,,2020-05-07
,1965-05-07,Reuben Davis,Player of American football,American football player,,,Reuben,2020-05-07
,1965-05-07,Walter Kuss,German cross-country skier,athlete,,,Walter,2020-05-07
,1965-05-07,Gavin Bayes,Australian footballer,Australian rules football player,,,Gavin,2020-05-07
,1965-05-07,Ximena Carias,Dominican synchronised swimmer,swimmer,,Dominica,Ximena,2020-05-07
,1965-05-07,Pascal Plovie,Belgian footballer,association football player,,Belgium,Pascal,2020-05-07
,1965-05-07,Costin Grigore Borc,Romanian engineer and economist,engineer economist politician,Minister of the Economy,Romania,Costin Grigore,2020-05-07
,1965-05-07,Jim Hughes,association football player,association football manager association football player,,,Jim,2020-05-07
,1965-05-07,Huang Zhihong,Chinese athletics competitor,athletics competitor,,People's Republic of China,,2020-05-07
,1965-05-07,Eqerem Memushi,Albanian association football player,association football player,,Albania,,2020-05-07
,1965-05-07,Nina Teicholz,Author of The Big Fat Surprise,writer,,United States of America,Nina,2020-05-07
,1965-05-07,Gerard Rué,French cyclist,sport cyclist,,France,Gérard,2020-05-07
,1965-05-07,Olivier Ramaré,French mathematician,mathematician,,France,Olivier,2020-05-07
,1965-05-07,Mario Alberti,Comic book artist,comics artist,,Italy,Mario,2020-05-07
,1965-05-07,Eric Eichmann,American soccer player,association football player futsal player association football manager,,United States of America,Eric,2020-05-07
,1965-05-07,Andrew Little,New Zealand politician,politician trade unionist lawyer,Member of the New Zealand Parliament Minister of Justice,New Zealand,Andrew,2020-05-07
,1965-06-07 1965-05-07,Emanuela Pacotto,Italian actress,actor film actor voice actor,,Italy,Emanuela,2020-05-07
,1965-05-07,Norman Whiteside,Northern Irish footballer,association football player autobiographer,,United Kingdom,Norman,2020-05-07
,1965-05-07,Eija Koskivaara,orienteer,orienteer,,Finland,Eija,2020-05-07
,1965-05-07,Abdul Karim Irgashive,Tajikistani guantanamo detainee,,,,Abdul Karim,2020-05-07
,1965-05-07,Christine Jullien-Dubosquelle,French rower,rower,,France,Christine,2020-05-07
,1965-05-07,Gigi Hamilton,Swedish singer-songwriter,singer songwriter,,Sweden,Gigi,2020-05-07
,1965-05-07,Chris O'Connor,American musician,singer guitarist,,United States of America,Chris,2020-05-07
,1965-05-07,Frank Mosvold,Norwegian film producer and director,film editor film producer film director,,Norway,Frank,2020-05-07
,1965-05-07,Graeme Bennett,Scottish footballer,association football player businessperson,,United Kingdom,Graeme,2020-05-07
,1965-05-07,Neomal Perera,Sri Lankan politician,politician,Member of the Parliament of Sri Lanka,Sri Lanka,,2020-05-07
,1965-05-07,Susanne Daniels,"American entertainment executive, producer and author",,,,,2020-05-07
,1965-05-07,Rajashree Choudhury,American yogi,yogi,,India,,2020-05-07
,1965-05-07,Sung Lin Yung,Chinese footballer,association football player,,People's Republic of China,,2020-05-07
,1965-05-07,Tim Gordon,American football player,American football player,,United States of America,Tim,2020-05-07
,1965-05-07,Tim Kelsey,"Journalist, entrepreneur, Transparency Tsar",,,United Kingdom,Tim,2020-05-07
,1965-05-07,Henrik Andersen,Danish footballer,association football player,,Denmark,Henrik,2020-05-07
,1965-05-07,Takaya Kamikawa,Japanese actor,actor television actor,,Japan,Takaya,2020-05-07
,1964-05-07,Grant Gibbs,American soccer player,association football player,,United States of America,Grant,2020-05-07
,1964-05-07,Leslie O'Neal,"All-American college football player, professional football player, defensive end, linebacker",American football player,,United States of America,Leslie,2020-05-07
,1964-05-07,Tsvetlin Yovchev,Bulgarian politician,politician military officer,Deputy Prime Minister of Bulgaria,Bulgaria,,2020-05-07
,1964-05-07,John Curran,American businessman,computer scientist,,United States of America,John,2020-05-07
,1964-05-07,Hugh Forde,English boxer,boxer,,,Hugh,2020-05-07
,1964-05-07,Ib Frederiksen,badminton player,badminton player,,Denmark,Ib,2020-05-07
,1964-05-07,Yury Zelikovich,Soviet rower,rower,,Russia,Yury,2020-05-07
,1964-05-07,Mats Helgesson,Swedish major-general and commander of the air force,military personnel aircraft pilot,Commander of the Air Force wing commander,Sweden,Mats,2020-05-07
,1964-05-07,Denis Mandarino,"Brazilian composer, artist and writer",painter composer writer guitarist singer-songwriter university teacher visual artist,,Brazil,Denis,2020-05-07
,1964-05-07,Sandro Bertaggia,Swiss ice hockey player,ice hockey player,,Switzerland,Sandro,2020-05-07
,1964-05-07,Diego Scandella,athlete (*1964) ♂,athlete,,,Diego,2020-05-07
,1964-05-07,Patrick Faber,field hockey player,field hockey player,,Kingdom of the Netherlands,Patrick,2020-05-07
,1964-05-07,Fernando Hernández Leyva,serial killer,serial killer,,Mexico,Fernando,2020-05-07
,1964-05-07,Pjer Žalica,Bosnian film director,film director screenwriter,,Bosnia and Herzegovina,,2020-05-07
,1964-05-07,Émilie Deleuze,"film director, Screenwriter",film director screenwriter,,France,Émilie,2020-05-07
,1964-05-07,Kathy Shaidle,Canadian writer,columnist poet journalist blogger writer,,Canada,Kathy,2020-05-07
,1964-05-07,István Hiller,Hungarian politician,historian politician university teacher,member of the National Assembly of Hungary,Hungary,István,2020-05-07
,1964-05-07,Angus Cooper,New Zealand hammer thrower,athletics competitor,,New Zealand,Angus,2020-05-07
,1964-05-07,Dolores Arsenova,Bulgarian politician,politician,,Bulgaria,Dolores,2020-05-07
,1964-05-07 1962-07-02,Doug Benson,American actor and comedian,screenwriter television actor podcaster,,United States of America,Doug,2020-05-07
,1964-05-07,Douglas E. Lynch,Academic Administrator at the University of Pennsylvania Graduate School of Education,academic,,United States of America,Douglas,2020-05-07
,1964-05-07,Elliot Perlman,Australian writer,author writer novelist,,Australia,Elliot,2020-05-07
,1964-05-07,Tim Collins,British politician,politician,Shadow Secretary of State for Transport Shadow Minister for the Cabinet Office Shadow Secretary of State for Education and Skills Shadow Secretary of State for Education Member of the 53rd Parliament of the United Kingdom Member of the 52nd Parliament of the United Kingdom,United Kingdom,Tim,2020-05-07
,1964-05-07,Giuseppe Iachini,Football coach,association football player association football manager,,Italy,Giuseppe,2020-05-07
,1964-05-07,John W. Morgan,Canadian politician,politician,,Canada,John,2020-05-07
,1964-05-07,Matt Messias,English football referee,entrepreneur association football referee,,,Matt,2020-05-07
,1964-05-07,Lisa Carlton,American politician,politician,member of the Florida House of Representatives member of the State Senate of Florida,United States of America,Lisa,2020-05-07
,1964-05-07,Massimo Cierro,tennis player,tennis player,,Italy,Massimo,2020-05-07
,1964-05-07 1963-05-02,Mercy Addy,Ghanaian sprinter,athletics competitor,,Ghana,Mercy,2020-05-07
,1964-05-07,Michal Maier,Czech yacht racer,sailor,,Czech Republic,Michal,2020-05-07
,1964-05-07,Yasser Thabet,Egyptian journalist,journalist historian,,Egypt,,2020-05-07
,1964-05-07,Joraram Puraram Kumawat,"Indian Politician, Members of Legislative Assembly of Rajasthan from Sumerpur",politician farmer,Member of the Rajasthan Legislative Assembly,India,,2020-05-07
,1964-05-07,Guido Hinterseer,Austrian alpine skier,alpine skier,,Austria,Guido,2020-05-07
,1964-05-07,Oscar Casares,American writer,,,United States of America,Oscar,2020-05-07
,1964-05-07,Paul John Ward,British racing driver,racing automobile driver,,United Kingdom,Paul,2020-05-07
,1964-05-07,Ronnie Harmon,Player of American football,American football player,,United States of America,Ronnie,2020-05-07
,1964-05-07,Brian Kilmeade,American sportscaster,radio personality television presenter sports commentator,,United States of America,Brian,2020-05-07
,1963-05-07,Christian Ahrendt,German politician,politician lawyer,member of the German Bundestag,Germany,Christian,2020-05-07
,1963-05-07,Sergio Battistini,Italian footballer,association football player,,Italy,Sergio,2020-05-07
,1963-05-07,Via Lewandowsky,German artist,artist,,Germany,,2020-05-07
,1963-05-07,Lars Ove Strømø,Norwegian athletics competitor,athletics competitor,,Norway,Lars,2020-05-07
,1963-05-07,Joseph Spaniola,American composer and arranger,composer,,,Joseph,2020-05-07
,1963-05-07,Rafael Radi,Uruguayan writer (*1963) ♂; Premio México de Ciencia y Tecnología ; member of National Academy of Sciences,writer,,Uruguay,Rafael,2020-05-07
,1963-05-07,Utz Claassen,German professor,professor,,Germany,,2020-05-07
,1963-05-07,John Gladwin,British middle-distance runner,athletics competitor,,United Kingdom,John William,2020-05-07
,1963-05-07,Elaine Smith,British politician,politician,Member of the 1st Scottish Parliament Member of the 2nd Scottish Parliament Member of the 3rd Scottish Parliament Member of the 4th Scottish Parliament Member of the 5th Scottish Parliament,United Kingdom,Elaine,2020-05-07
,1963-05-07,Dwayne Dolphin,American jazz bassist,university teacher,,,,2020-05-07
,1963-05-07,Ján Čado,Slovak triple jumper who represented Czechoslovakia,athletics competitor,,Slovakia,Ján,2020-05-07
,1963-05-07,Dariga Nazarbayeva,Kazakhstani politician,politician singer,head of government,Soviet Union Kazakhstan,Dariga,2020-05-07
,1963-05-07,Bronwen Maddox,British journalist,journalist,,,Bronwen,2020-05-07
,1963-05-07,Doris Hugosson,Swedish cross-country skier,athlete,,Sweden,Doris,2020-05-07
,1963-05-07,Erik Gogstad,Norwegian bobsledder,bobsledder,,Norway,Erik,2020-05-07
,1963-05-07,Federico Muñoz,Colombian racing cyclist,sport cyclist,,Colombia,Federico,2020-05-07
,1963-05-07,An Hae-eun,South Korean rower,coxswain,,South Korea,Hae-eun,2020-05-07
,1963-05-07,Juan Manuel Dávila,Guatemalan footballer,association football player,,,Juan Manuel,2020-05-07
,1963-05-07,Chris Ball,American football coach and former player,coach,,,,2020-05-07
,1963-05-07,Marco Antonio Blásquez Salinas,Journalist and Senator for Baja California,journalist politician,member of the Senate of Mexico,Mexico,Marco,2020-05-07
,1963-05-07,José Enrique Peña,Uruguayan footballer,association football player,,Uruguay,José,2020-05-07
,1963-05-07,Mark S. McNaughton,American politician,politician,member of the Pennsylvania House of Representatives,United States of America,Mark,2020-05-07
,1963-05-07,Muhammad al-Yaqoubi,Islamic scholar,faqih poet,,Syria,Mohammed,2020-05-07
,1963-05-07,Nicholas Polson,British statistician,mathematician statistician,,United States of America,Nicholas,2020-05-07
,1963-05-07,Risto Ulmala,Finnish long-distance runner,long-distance runner,,Finland,Risto,2020-05-07
,1963-05-07,Tatjana Soli,American writer,writer novelist,,United States of America,Tatjana,2020-05-07
,1963-05-07,Johnny Lee Middleton,American musician,musician,,United States of America,Johnny,2020-05-07
,1962-05-07,Nicholas A. Christakis,American physician and sociologist,sociologist physician,,United States of America,Nicholas,2020-05-07
,1962-05-07,Robbie Knievel,American stunt performer,stunt performer,,United States of America,Robbie Robert Edward,2020-05-07
