image,Born,Person,description,occupation,position held,country of citizenship,given name,UpdatedAt
,1997-05-07,Muhammad Faizan,Pakistani cricketer,cricketer,,,,2020-05-07
,1996-05-07,Faker,South Korean professional League of Legends player,pro gamer,,South Korea,,2020-05-07
,1996-05-07,Alexandru Bejan,Moldovan footballer,association football player,,Moldova,Alexandru,2020-05-07
,1996-05-07,Nikita Chaly,Russian association football player,association football player,,Russia,Nikita,2020-05-07
,1996-05-07,Robin Fluß,German association football player,association football player,,Germany,Robin,2020-05-07
,1996-05-07,Nico Zaldana,US association football player,association football player,,United States of America,Nico,2020-05-07
,1996-05-07,Zakaria El Azzouzi,Dutch association football player,association football player,,Kingdom of the Netherlands,Zakaria,2020-05-07
,1996-05-07,Ingrid Oliveira,Brazilian competitive diver (*1996) ♀,competitive diver,,Brazil,Ingrid,2020-05-07
,1996-05-07,Manuel Haas,Austrian footballer,association football player,,Austria,Manuel,2020-05-07
,1996-05-07,Mario Mosböck,Austrian footballer and poker player,association football player poker player,,Austria,Mario,2020-05-07
,1996-05-07,Dmitri Khristis,Russian association football player,association football player,,Russia,Dmitri,2020-05-07
,1996-05-07,Ethan Happ,basketball player (1996-),basketball player,,United States of America,Ethan,2020-05-07
,1996-05-07,Tom Phillips,Australian rules footballer,Australian rules football player,,,Tom,2020-05-07
,1996-05-07,Tobias Andersson,Swedish politician,politician,member of the Swedish Riksdag,Sweden,Tobias,2020-05-07
,1996-05-07,Sara Poidevin,Canadian cyclist,sport cyclist,,Canada,Sara,2020-05-07
,1996-05-07 1997,Federico Varela,Argentinian association football player,association football player,,Argentina,Federico,2020-05-07
,1996-05-07,Mavis Tchibota,association football player,association football player,,Republic of the Congo,,2020-05-07
,1996-05-07,Lee Sang-ki,South Korean association football player,association football player,,,Sang-ki,2020-05-07
,1996-05-07,Nicola Kuleski,association football player,association football player,,Australia,Nicola,2020-05-07
,1996-05-07,Joseph Stallcop,American politician,politician,,United States of America,Joseph,2020-05-07
,1996-05-07,Jordan Cunico,Australian rules footballer,Australian rules football player,,Australia,Jordan,2020-05-07
,1996-05-07,Tanner Thorson,American racing driver,racing driver,,,,2020-05-07
,1996-05-07,Diletta Carli,Italian swimmer,swimmer,,Italy,Diletta,2020-05-07
,1996-05-07,Aalisha Panwar,Indian actress,actor television actor,,India,,2020-05-07
,1996-05-07,João Teixeira Almeida,"Portuguese footballer, born 1996",association football player,,Portugal,,2020-05-07
,1996-05-07,Khari Willis,American football safety,American football player,,United States of America,,2020-05-07
,1996-05-07,Melanie Díaz,Puerto Rican table tennis player,table tennis player,,,Melanie,2020-05-07
,1996-05-07,Conrad-Robin Scheibner,German canoeist,canoeist,,Germany,Conrad,2020-05-07
,1996-05-07,Jonah Ebanks,association football player (*1996) ♂,association football player,,,,2020-05-07
,1995-05-07,Steven Petkov,Bulgarian footballer,association football player,,Bulgaria,Steven,2020-05-07
,1995-05-07,Hicham Khaloua,Moroccan footballer,association football player,,Morocco Spain,Hicham,2020-05-07
,1995-05-07,Yuri Mamute,Brazilian footballer,association football player,,Brazil,Yuri,2020-05-07
,1995-05-07,Charlotte McKane,American community service volunteer,volunteer,,United States of America,Charlotte,2020-05-07
,1995-05-07,Yuki Uchiyama,Japanese association football player,association football player,,Japan,,2020-05-07
,1995-05-07,Keisuke Oyama,Japanese association football player,association football player,,Japan,Keisuke,2020-05-07
,1995-05-07,Alex Washington,association football player,association football player,,,Alex,2020-05-07
,1995-05-07,Sam Walker,English table tennis player,table tennis player,,United Kingdom,Sam,2020-05-07
,1995-05-07,Seko Fofana,French footballer,association football player,,France,,2020-05-07
,1995-05-07,Peter James Hallam,figure skater,figure skater,,,Peter James,2020-05-07
,1995-05-07,Tomáš Dvořák,Czech ice hockey player,ice hockey player,,Czech Republic,Tomáš,2020-05-07
,1995-05-07,Carlos Giménez,cyclist,sport cyclist,,Venezuela,Carlos,2020-05-07
,1995-05-07,Jack Hendry,"Scottish association football player, born 1995",association football player,,United Kingdom,Jack,2020-05-07
,1995-05-07,Juander Santos,Dominican athletics competitor,athletics competitor,,Dominica,,2020-05-07
,1995-05-07,Fabian Allen,West Indian cricketer,cricketer,,Jamaica,Fabian,2020-05-07
,1995-05-07,Anders Skaarseth,Norwegian road cyclist,sport cyclist,,Norway,Anders,2020-05-07
,1995-05-07,Himasha Eashan,Sri Lankan athletics competitor,athletics competitor,,Sri Lanka,,2020-05-07
,1995-05-07,Nicolás Guirin,Uruguayan association football player,association football player,,Uruguay,Nicolás,2020-05-07
,1995-05-07,Zane Gonzalez,American football placekicker,American football player,,United States of America,,2020-05-07
,1995-05-07,Fred Kerley,American sprinter,athlete,,United States of America,Fred,2020-05-07
,1995-05-07,Llywelyn Cremona,association football player,association football player,,,,2020-05-07
,1995-05-07,Kevin O'Connor,association football player,association football player,,,Kevin,2020-05-07
,1995-05-07,Keisuke Saka,Japanese association football player,association football player,,Japan,,2020-05-07
,1995-05-07,Oskars Batņa,ice hockey player,ice hockey player,,Latvia,,2020-05-07
,1995-05-07,Lauren Down,New Zealand cricketer,cricketer,,New Zealand,Lauren,2020-05-07
,1995-05-07 1995-07-05,Johan Andersson,Swedish association football player,association football player,,Sweden,Johan,2020-05-07
,1995-05-07,Fernando Vega,Argentine professional footballer born 1995,association football player,,Argentina,Fernando,2020-05-07
,1995-05-07,Eugenio D'Ursi,football player,association football player,,,,2020-05-07
,1995-05-07,Thaddeus Atalig,Guam footballer,association football player,,Guam,Thaddeus,2020-05-07
,1995-05-07,Veronika Vernadskaya,actress,actor film actor,,Russia,Veronika,2020-05-07
,1994-05-07,Ivar Furu,Norwegian association football player,association football player,,Norway,Ivar,2020-05-07
,1994-05-07,Taylor Wilson,"American student, scientist",engineer nuclear physicist,,United States of America,Taylor,2020-05-07
,1994-05-07,Stefan Čupić,Serbian footballer,association football player,,Serbia,Stefan,2020-05-07
,1994-05-07,Dino Mikanović,Footballer,association football player,,Croatia,Dino,2020-05-07
,1994-05-07,Maja Stipančević,Croatian association football player,association football player,,Croatia,Maja,2020-05-07
,1994-05-07,Tom Helm,English cricketer,cricketer,,United Kingdom,Tom,2020-05-07
,1994-05-07,Zoë Wenham,British racing driver,athlete,,United Kingdom,Zoë,2020-05-07
,1994-05-07 1994-05-17,Felix Luk,association football player,association football player,,,Felix,2020-05-07
,1994-05-07,Jean-Luc du Plessis,South African rugby union footballer,rugby union player,,South Africa,Jean-Luc,2020-05-07
,1994-05-07,Juuso Rämö,Finnish ice hockey player,ice hockey player,,Finland,Juuso,2020-05-07
,1994-05-07,Pierre Schoeman,South African rugby union footballer,rugby union player,,South Africa,Pierre,2020-05-07
,1994-05-07,Dylan Gelula,American actress,actor television actor film actor stage actor,,United States of America,Dylan,2020-05-07
,1994-05-07,Lanry Kahinda,Nigerian association football player,association football player,,Nigeria,,2020-05-07
,1994-05-07,Merijn Korevaar,Dutch cyclist,sport cyclist,,Kingdom of the Netherlands,,2020-05-07
,1994-05-07,Josh Anderson,Canadian ice hockey player,ice hockey player,,Canada,Josh,2020-05-07
,1993-05-07 1994-05-07,Carlos Adames,Dominican boxer (1993- ),boxer,,,Carlos,2020-05-07
,1994-05-07,Brahim Ben Daoud,French footballer,association football player,,France,,2020-05-07
,1994-05-07,Hugo Eyre Bernat,Spanish association football player,association football player,,Spain,Hugo,2020-05-07
,1994-05-07,Milena Dimova,volleyball player,volleyball player,,,Milena,2020-05-07
,1994-05-07,Hanna Dudzenkova,Belarus rhythmic gymnast (*1994) ♀,rhythmic gymnast,,Belarus,,2020-05-07
,1994-05-07,Sliman Kchouk,Tunisian association football player,association football player,,Tunisia,,2020-05-07
,1994-05-07,Laurel,British musician,musician,,United Kingdom,,2020-05-07
,1994-05-07,Abdellatif Baka,Algerian Paralympic athlete,athletics competitor,,Algeria,,2020-05-07
,1994-05-07,Kenta Hirai,Swimmer (*1994) ♂,swimmer,,,,2020-05-07
,1994-05-07,Matías Montero,Argentinian association football player,association football player,,Argentina,Matías,2020-05-07
,1994-05-07,Bartosz Kwiecień,association football player,association football player,,,Bartosz,2020-05-07
,1994-05-07,Michael Roberts,American football player,American football player,,United States of America,Michael,2020-05-07
,1994-05-07,Andrés Robles Fuentes,Chilean footballer,association football player,,Chile,Andrés,2020-05-07
,1994-05-07,Kenan Hadžić,association football player,association football player,,Croatia,,2020-05-07
,1994-05-07,Ruslan Bolov,Russian footballer,association football player,,Russia,Ruslan,2020-05-07
,1994-05-07,Alexandra Aldridge,American ice dancer,ice dancer,,United States of America,Alexandra,2020-05-07
,1994-05-07,Robert Foster,NFL Player for The Buffalo Bills,American football player,,,Robert,2020-05-07
,1994-05-07,Yurii Vandiuk,Ukraine kayaker and canoeist (*1994) ♂,kayaker canoeist,,Ukraine,,2020-05-07
,1994-05-07,Arshdeep Singh,Indian association football player (1994-),association football player,,,,2020-05-07
,1994-05-07,Pauline Hammarlund,Swedish female association football player,association football player,,Sweden,Pauline,2020-05-07
,1994-05-07,Zhang Yu,association football player,association football player,,People's Republic of China,,2020-05-07
,1993-05-07,Kyōhei Nagae,Japanese baseball player,baseball player,,Japan,Kyōhei,2020-05-07
,1993-05-07,Stefano Denswil,Dutch footballer,association football player,,Kingdom of the Netherlands,Stefano,2020-05-07
,1993-05-07,Haythem Jouini,Tunisian association football player,association football player,,Tunisia,,2020-05-07
,1993-05-07,Shan Pengfei,Chinese soccer player,association football player,,People's Republic of China,,2020-05-07
,1993-05-07,Marvin Wanitzek,German footballer,association football player,,Germany,Marvin,2020-05-07
,1993-05-07,Yoon So-hee,South Korean actress,actor model film actor,,South Korea,,2020-05-07
,1993-05-07,Amyra Dastur,Indian actress,actor model,,India,,2020-05-07
,1993-05-07,Erica Fernandes,Indian actress,actor model television actor,,India,Erica,2020-05-07
,1993-05-07,Vladyslav Kulach,Ukrainian footballer,association football player,,Ukraine,Vladislav,2020-05-07
,1993-05-07,Diogo Gonçalo Baptista Pires,Footballer,association football player,,Portugal,Diogo,2020-05-07
,1993-05-07,Bilal Qwaider,Jordanian football player,association football player,,,Bilal,2020-05-07
,1993-05-07,Sebastian Ross,Australian rules footballer,Australian rules football player,,,Sebastian,2020-05-07
,1993-05-07,Ole Kristian Langås,Footballer,association football player,,Norway,Ole,2020-05-07
,1993-05-07,Robi Jakovljević,Slovenian footballer,association football player,,Slovenia,Robi,2020-05-07
,1993-05-07,Yannick Cortie,Dutch footballer,association football player,,Kingdom of the Netherlands,Yannick,2020-05-07
,1993-05-07,Kenneth Dougall,Australian association football player,association football player,,Australia,Kenneth,2020-05-07
,1993-05-07,Nick Besler,American soccer player,association football player,,United States of America,Nick,2020-05-07
,1993-05-07,Amile Jefferson,NBA player,basketball player,,United States of America,,2020-05-07
,1993-05-07,Madarious Gibbs,basketball player (1993-),basketball player,,,,2020-05-07
,1993-05-07,Will Ospreay,British professional wrestler,amateur wrestler professional wrestler,,United Kingdom,Will,2020-05-07
,1993-05-07,Skyler Woodward,American pool player,pool player,,United States of America,Skyler,2020-05-07
,1993-05-07,Charles Tapper,American-football player (1993-),American football player,,,Charles,2020-05-07
,1993-05-07,Sharon Belle,Canadian actor,actor,,Canada,Sharon,2020-05-07
,1993-05-07,Jake Cawsey,association football player,association football player,,United Kingdom,,2020-05-07
,1993-05-07 1993,Ajla Tomljanović,Australian female tennis player,tennis player,,Croatia Australia,Ajla,2020-05-07
,1993-05-07,Mihai Popescu,association football player,association football player,,Romania,Mihai,2020-05-07
,1993-05-07,Mariia Lafina,Ukrainian Paralympic swimmer,athlete,,,Mariya,2020-05-07
,1993-05-07,Eduarda Kraisch,Brazilian volleyball player,volleyball player,,Brazil,,2020-05-07
,1993-05-07,Fabio Hoxha,professional footballer,association football player,,Albania,Fabio,2020-05-07
,1993-05-07,Jake Barker-Daish,Footballer,association football player,,Australia,Jake,2020-05-07
,1993-05-07,Akash Sudan,cricketer,cricketer,,India,,2020-05-07
,1993-05-07,Nicolae Stanciu,Romanian association football player born in 1993,association football player,,Romania,Nicolae,2020-05-07
,1993-05-07,Bebe Zeva,American writer,journalist model,,United States of America,Bebe,2020-05-07
,1993-05-07,Prashanth Nair,cricketer,cricketer,,,,2020-05-07
,1993-05-07,Raul Correia,association football player,association football player,,Portugal,Raul,2020-05-07
,1993-05-07,Gizele Oliveira,Brazilian model,model,,Brazil,,2020-05-07
,1993-05-07,Category:Vlad Reiser,Swedish singer,singer,,,,2020-05-07
,1993-05-07,Prince Wlame,Liberian football player,association football player,,,,2020-05-07
,1993-05-07,Song Yiren,actor (*1993) ♀,actor,,,,2020-05-07
,1993-05-07,Lampros Tairis,association football player (*1993),association football player,,,,2020-05-07
,1992-05-07,Valentyna Holenkova,Ukrainian artistic gymnast,artistic gymnast gymnast,,Ukraine,Valentina Valentina/Valentyna,2020-05-07
,1992-05-07,Adrián Embarba Blázquez,Spanish footballer,association football player,,Spain,Adrián,2020-05-07
,1992-05-07,Lee Falkon,Israeli footballer,association football player,,Israel,,2020-05-07
,1992-05-07,Dorjkhandyn Khüderbulga,Mongol amateur wrestler,amateur wrestler,,Mongolia,,2020-05-07
,1992-05-07,Simeon Tochukwu Nwankwo,Nigerian footballer,association football player,,Nigeria,Simeon,2020-05-07
,1992-05-07,Niall Annett,rugby player,,,,Niall,2020-05-07
,1992-05-07,Tyler Johnson,American basketball player,basketball player,,United States of America,Tyler,2020-05-07
,1992-05-07,Abdelmalik Lahoulou,Algerian athletics competitor,athletics competitor,,Algeria,,2020-05-07
,1992-05-07,Colin Hamilton,British association football player,association football player,,United Kingdom,Colin,2020-05-07
,1992-05-07,Moussa Limane,Central African association football player,association football player,,Central African Republic,Moussa,2020-05-07
,1992-05-07,Badre Alam,Indian cricketer,cricketer,,India,,2020-05-07
,1992-05-07,Jennifer Fiechter,Swiss skier,ski mountaineer,,,Jennifer,2020-05-07
,1992-05-07,Clayster,American electronic sports player,pro gamer,,United States of America,,2020-05-07
,1992-05-07,Nour El Houda Bouregua,Algerian volleyball player,volleyball player,,Algeria,,2020-05-07
,1992-05-07,Albert Ramírez,Venezuelan boxer,boxer,,Venezuela,Albert,2020-05-07
,1992-05-07,Janet Egyir,Ghanaian footballer,association football player,,Ghana,Janet,2020-05-07
,1992-05-07,Robbie Benson,actor and director (born 1992),association football player,,Ireland,Robert,2020-05-07
,1992-07-05 1992-05-07,Teah Dennis Jr,association football player,association football player,,Liberia,,2020-05-07
,1992-05-07,Traves Smikle,Jamaican discus thrower,athletics competitor,,Jamaica,,2020-05-07
,1992-05-07,Manimegalai,actor,actor television actor,,,,2020-05-07
,1992-05-07,Alexander Ludwig,"Canadian actor, singer and model",actor singer model film actor voice actor television actor,,Canada,Alexander,2020-05-07
,1992-05-07,Djibril Moussa Souna,Nigerien footballer,association football player,,Niger,,2020-05-07
,1992-05-07,Salla Koskela,Finnish orienteer (*1992) ♀,orienteer,,Finland,Salla,2020-05-07
,1992-05-07,Wahidul Alam,cricketer,cricketer,,Bangladesh,,2020-05-07
,1992-05-07,Artur Rudko,Ukrainian footballer,association football player,,Ukraine,Artur,2020-05-07
,1992-05-07,Aditya Jagtap,Indian squash player (*1992) ♂,squash player,,India,,2020-05-07
,1992-05-07,Theresa Michalak,German swimmer,swimmer,,Germany,Theresa,2020-05-07
,1992-05-07,Donat Dzhatiyev,Russian footballer,association football player,,Russia,Donat,2020-05-07
